id,order_no,user_id,station_id,pile_id,status,unit_price,start_soc,battery_capacity_kwh,target_soc,reserve_time,start_time,end_time,duration_seconds,kwh,amount,pay_request_id,created_at,updated_at,dq_tag
9400,SIM20260829009400,6,9,42,settled,1.30,24.00,80,92.52,2026-08-29 12:37:27,2026-08-29 12:48:27,2026-08-29 21:19:11,30644,54.82,71.27,PAYSIM20260829009400,2026-08-29 12:37:27,2026-08-29 21:19:11,OK
9401,SIM20260829009401,18,1,4,settled,1.20,27.19,60,87.04,2026-08-29 11:01:44,2026-08-29 11:26:44,2026-08-29 17:01:17,20073,35.91,43.09,PAYSIM20260829009401,2026-08-29 11:01:44,2026-08-29 17:01:17,OK
9402,SIM20260829009402,7,10,48,settled,1.50,33.16,80,85.95,2026-08-29 20:30:11,2026-08-29 20:53:11,2026-08-30 03:26:37,23606,42.23,63.35,PAYSIM20260829009402,2026-08-29 20:30:11,2026-08-30 03:26:37,OK
9403,SIM20260829009403,1,21,107,settled,1.10,34.19,70,96.33,2026-08-29 20:28:13,2026-08-29 20:36:13,2026-08-29 20:51:58,945,43.50,47.85,PAYSIM20260829009403,2026-08-29 20:28:13,2026-08-29 20:51:58,OK
9404,SIM20260829009404,19,32,171,settled,1.20,28.71,60,94.28,2026-08-29 10:38:06,2026-08-29 10:51:06,2026-08-29 11:12:28,1282,39.34,47.21,PAYSIM20260829009404,2026-08-29 10:38:06,2026-08-29 11:12:28,OK
9405,SIM20260829009405,11,32,174,settled,1.20,36.73,40,85.47,2026-08-29 13:11:52,2026-08-29 13:24:52,2026-08-29 13:35:27,635,19.50,23.40,PAYSIM20260829009405,2026-08-29 13:11:52,2026-08-29 13:35:27,OK
9406,SIM20260829009406,17,72,398,pending_payment,1.20,28.76,40,92.11,2026-08-29 18:41:35,2026-08-29 19:01:35,2026-08-29 19:15:21,826,25.34,30.41,,2026-08-29 18:41:35,2026-08-29 19:15:21,OK
9407,SIM20260829009407,13,51,282,settled,1.10,23.06,40,83.07,2026-08-29 15:17:05,2026-08-29 15:28:05,2026-08-29 15:36:46,521,24.00,26.40,PAYSIM20260829009407,2026-08-29 15:17:05,2026-08-29 15:36:46,OK
9408,SIM20260829009408,20,35,190,settled,1.50,24.78,50,98.31,2026-08-29 18:03:22,2026-08-29 18:05:22,2026-08-29 23:47:56,20554,36.77,55.16,PAYSIM20260829009408,2026-08-29 18:03:22,2026-08-29 23:47:56,OK
9409,SIM20260829009409,19,26,139,settled,1.10,27.63,60,94.52,2026-08-29 07:17:44,2026-08-29 07:25:44,2026-08-29 07:40:16,872,40.13,44.14,PAYSIM20260829009409,2026-08-29 07:17:44,2026-08-29 07:40:16,OK
9410,SIM20260829009410,7,42,228,settled,1.20,5.00,40,90.20,2026-08-29 14:06:16,2026-08-29 14:13:16,2026-08-29 14:25:36,740,34.08,40.90,PAYSIM20260829009410,2026-08-29 14:06:16,2026-08-29 14:25:36,OK
9411,SIM20260829009411,1,58,321,settled,1.30,41.14,40,93.97,2026-08-29 13:12:41,2026-08-29 13:17:41,2026-08-29 13:29:10,689,21.13,27.47,PAYSIM20260829009411,2026-08-29 13:12:41,2026-08-29 13:29:10,OK
9412,SIM20260829009412,5,35,194,settled,1.50,15.40,60,86.82,2026-08-29 09:45:09,2026-08-29 09:54:09,2026-08-29 10:09:40,931,42.85,64.28,PAYSIM20260829009412,2026-08-29 09:45:09,2026-08-29 10:09:40,OK
9413,SIM20260829009413,21,64,351,settled,1.40,29.73,70,90.45,2026-08-29 12:31:05,2026-08-29 12:49:05,2026-08-29 13:12:10,1385,42.50,59.50,PAYSIM20260829009413,2026-08-29 12:31:05,2026-08-29 13:12:10,OK
9414,SIM20260829009414,18,48,263,settled,1.30,22.98,80,91.32,2026-08-29 15:50:23,2026-08-29 16:04:23,2026-08-29 16:34:05,1782,54.67,71.07,PAYSIM20260829009414,2026-08-29 15:50:23,2026-08-29 16:34:05,OK
9415,SIM20260829009415,19,12,59,pending_payment,1.30,27.40,50,96.97,2026-08-29 00:00:00,2026-08-29 00:04:00,2026-08-29 05:28:07,19447,34.79,45.23,,2026-08-29 00:00:00,2026-08-29 05:28:07,OK
9416,SIM20260829009416,19,12,59,settled,1.30,20.17,60,97.14,2026-08-29 12:09:18,2026-08-29 12:13:18,2026-08-29 19:23:32,25814,46.18,60.03,PAYSIM20260829009416,2026-08-29 12:09:18,2026-08-29 19:23:32,OK
9417,SIM20260829009417,4,20,102,settled,1.10,32.23,50,83.85,2026-08-29 20:19:04,2026-08-29 20:43:04,2026-08-30 00:43:31,14427,25.81,28.39,PAYSIM20260829009417,2026-08-29 20:19:04,2026-08-30 00:43:31,OK
9418,SIM20260829009418,3,24,127,settled,1.40,24.21,50,105.00,2026-08-29 01:32:43,2026-08-29 01:42:43,2026-08-29 07:35:49,21186,37.90,53.06,PAYSIM20260829009418,2026-08-29 01:32:43,2026-08-29 07:35:49,SOC_RANGE
9419,SIM20260829009419,17,30,161,settled,1.50,45.48,60,87.51,2026-08-29 20:12:27,2026-08-29 20:20:27,2026-08-29 20:29:35,548,25.22,37.83,PAYSIM20260829009419,2026-08-29 20:12:27,2026-08-29 20:29:35,OK
9420,SIM20260829009420,12,5,22,settled,1.40,28.14,50,100.00,2026-08-29 11:50:59,2026-08-29 12:00:59,2026-08-29 17:35:44,20085,35.93,50.30,PAYSIM20260829009420,2026-08-29 11:50:59,2026-08-29 17:35:44,OK
9421,SIM20260829009421,6,12,59,settled,1.30,31.74,60,94.43,2026-08-29 17:00:55,2026-08-29 17:08:55,2026-08-29 22:59:19,21024,37.61,48.89,PAYSIM20260829009421,2026-08-29 17:00:55,2026-08-29 22:59:19,OK
9422,SIM20260829009422,21,15,74,settled,1.20,12.10,50,91.62,2026-08-29 00:00:00,2026-08-29 00:10:00,2026-08-29 06:20:26,22226,39.76,47.71,PAYSIM20260829009422,2026-08-29 00:00:00,2026-08-29 06:20:26,OK
9423,SIM20260829009423,1,20,105,cancelled,1.10,,,,2026-08-29 16:23:25,,,0,0.00,0.00,,2026-08-29 16:23:25,2026-08-29 16:23:25,OK
9424,SIM20260829009424,18,68,370,settled,1.30,16.95,60,89.73,2026-08-29 18:29:24,2026-08-29 18:49:24,2026-08-30 01:36:15,24411,43.67,56.77,PAYSIM20260829009424,2026-08-29 18:29:24,2026-08-30 01:36:15,OK
9425,SIM20260829009425,17,2,8,settled,1.60,52.35,60,85.75,2026-08-29 00:00:00,2026-08-29 00:23:00,2026-08-29 03:29:42,11202,20.04,32.06,PAYSIM20260829009425,2026-08-29 00:00:00,2026-08-29 03:29:42,OK
9426,SIM20260829009426,16,63,345,settled,1.30,26.21,80,93.92,2026-08-29 16:50:53,2026-08-29 16:59:53,2026-08-29 17:19:30,1177,54.17,70.42,PAYSIM20260829009426,2026-08-29 16:50:53,2026-08-29 17:19:30,OK
9427,SIM20260829009427,2,1,3,settled,1.20,22.11,50,100.00,2026-08-29 19:33:29,2026-08-29 19:41:29,2026-08-29 20:02:39,1270,38.95,46.74,PAYSIM20260829009427,2026-08-29 19:33:29,2026-08-29 20:02:39,OK
9428,SIM20260829009428,10,30,165,pending_payment,1.50,55.67,70,85.41,2026-08-29 09:39:01,2026-08-29 09:57:01,2026-08-29 13:10:59,11638,20.82,31.23,,2026-08-29 09:39:01,2026-08-29 13:10:59,OK
9429,SIM20260829009429,8,5,23,settled,1.40,30.54,80,91.55,2026-08-29 13:43:07,2026-08-29 13:46:07,2026-08-29 14:12:38,1591,48.81,68.33,PAYSIM20260829009429,2026-08-29 13:43:07,2026-08-29 14:12:38,OK
9430,SIM20260829009430,15,27,144,reserved,1.20,,,,2026-08-29 18:56:43,,,0,0.00,0.00,,2026-08-29 18:56:43,2026-08-29 18:56:43,OK
9431,SIM20260829009431,6,11,52,settled,1.40,29.30,60,92.75,2026-08-29 13:09:50,2026-08-29 13:24:50,2026-08-29 19:19:31,21281,38.07,53.30,PAYSIM20260829009431,2026-08-29 13:09:50,2026-08-29 19:19:31,OK
9432,SIM20260829009432,7,44,242,settled,1.40,60.00,40,93.94,2026-08-29 19:44:31,2026-08-29 20:06:31,2026-08-29 20:11:26,295,13.58,19.01,PAYSIM20260829009432,2026-08-29 19:44:31,2026-08-29 20:11:26,OK
9433,SIM20260829009433,17,11,53,pending_payment,1.40,34.74,70,91.77,2026-08-29 14:43:04,2026-08-29 15:07:04,2026-08-29 21:18:59,22315,39.92,55.89,,2026-08-29 14:43:04,2026-08-29 21:18:59,OK
9434,SIM20260829009434,4,8,39,settled,1.60,40.66,60,90.13,2026-08-29 10:12:48,2026-08-29 10:33:48,2026-08-29 10:49:55,967,29.68,47.49,PAYSIM20260829009434,2026-08-29 10:12:48,2026-08-29 10:49:55,OK
9435,SIM20260829009435,4,47,256,settled,1.20,45.86,70,86.54,2026-08-29 19:26:55,2026-08-29 19:32:55,2026-08-29 19:43:14,619,28.48,34.18,PAYSIM20260829009435,2026-08-29 19:26:55,2026-08-29 19:43:14,OK
9436,SIM20260829009436,2,35,188,cancelled,1.50,,,,2026-08-29 12:09:20,,,0,0.00,0.00,,2026-08-29 12:09:20,2026-08-29 12:09:20,OK
9437,SIM20260829009437,17,19,99,settled,1.20,32.68,70,99.34,2026-08-29 00:08:55,2026-08-29 00:18:55,2026-08-29 07:33:38,26083,46.66,55.99,PAYSIM20260829009437,2026-08-29 00:08:55,2026-08-29 07:33:38,OK
9438,SIM20260829009438,10,62,340,cancelled,1.20,,,,2026-08-29 11:03:12,,,0,0.00,0.00,,2026-08-29 11:03:12,2026-08-29 11:03:12,OK
9439,SIM20260829009439,11,22,115,settled,1.20,33.39,60,89.69,2026-08-29 12:01:13,2026-08-29 12:24:13,2026-08-29 12:36:27,734,33.78,40.54,PAYSIM20260829009439,2026-08-29 12:01:13,2026-08-29 12:36:27,OK
9440,SIM20260829009440,18,8,39,settled,1.60,24.82,50,96.82,2026-08-29 14:20:47,2026-08-29 14:35:47,2026-08-29 14:55:20,1173,36.00,57.60,PAYSIM20260829009440,2026-08-29 14:20:47,2026-08-29 14:55:20,OK
9441,SIM20260829009441,12,72,394,settled,1.20,36.06,80,100.00,2026-08-29 11:38:12,2026-08-29 11:43:12,2026-08-29 12:10:59,1667,51.15,61.38,PAYSIM20260829009441,2026-08-29 11:38:12,2026-08-29 12:10:59,OK
9442,SIM20260829009442,9,31,168,settled,1.10,34.94,60,91.86,2026-08-29 11:19:51,2026-08-29 11:32:51,2026-08-29 11:45:13,742,34.15,37.57,PAYSIM20260829009442,2026-08-29 11:19:51,2026-08-29 11:45:13,OK
9443,SIM20260829009443,15,51,280,settled,1.10,24.97,50,83.71,2026-08-29 14:06:18,2026-08-29 14:27:18,2026-08-29 19:00:56,16418,29.37,32.31,PAYSIM20260829009443,2026-08-29 14:06:18,2026-08-29 19:00:56,OK
9444,SIM20260829009444,20,51,280,settled,1.10,49.29,40,89.17,2026-08-29 05:26:51,2026-08-29 05:48:51,2026-08-29 08:17:27,8916,15.95,17.55,PAYSIM20260829009444,2026-08-29 05:26:51,2026-08-29 08:17:27,OK
9445,SIM20260829009445,9,19,101,settled,1.20,37.33,40,92.02,2026-08-29 09:53:28,2026-08-29 10:15:28,2026-08-29 13:39:19,12231,21.88,26.26,PAYSIM20260829009445,2026-08-29 09:53:28,2026-08-29 13:39:19,OK
9446,SIM20260829009446,7,16,81,pending_payment,1.40,39.38,50,100.00,2026-08-29 00:26:44,2026-08-29 00:33:44,2026-08-29 00:44:42,658,30.31,42.43,,2026-08-29 00:26:44,2026-08-29 00:44:42,OK
9447,SIM20260829009447,8,10,46,settled,1.50,5.00,80,86.10,2026-08-29 09:14:35,2026-08-29 09:29:35,2026-08-29 19:34:03,36268,64.88,97.32,PAYSIM20260829009447,2026-08-29 09:14:35,2026-08-29 19:34:03,OK
9448,SIM20260829009448,4,9171,154,settled,1.30,47.97,80,87.41,2026-08-29 18:05:10,2026-08-29 18:16:10,2026-08-29 18:33:18,1028,31.55,41.02,PAYSIM20260829009448,2026-08-29 18:05:10,2026-08-29 18:33:18,ORPHAN_STATION
9449,SIM20260829009449,20,28,154,settled,1.30,34.45,70,91.98,2026-08-29 16:05:53,2026-08-29 16:09:53,2026-08-29 16:31:46,1313,40.27,52.35,PAYSIM20260829009449,2026-08-29 16:05:53,2026-08-29 16:31:46,OK
9450,SIM20260829009450,8,31,169,settled,1.10,16.78,70,92.85,2026-08-29 19:50:01,2026-08-29 20:08:01,2026-08-30 04:24:08,29767,53.25,58.58,PAYSIM20260829009450,2026-08-29 19:50:01,2026-08-30 04:24:08,OK
9451,SIM20260829009451,13,5,22,settled,1.40,42.56,60,100.00,2026-08-29 17:14:44,2026-08-29 17:20:44,2026-08-29 22:41:47,19263,34.46,48.24,PAYSIM20260829009451,2026-08-29 17:14:44,2026-08-29 22:41:47,OK
9452,SIM20260829009452,12,20,103,settled,1.10,20.52,50,93.14,2026-08-29 11:08:43,2026-08-29 11:23:43,2026-08-29 11:43:27,1184,36.31,39.94,PAYSIM20260829009452,2026-08-29 11:08:43,2026-08-29 11:43:27,OK
9453,SIM20260829009453,9,29,155,settled,1.40,34.27,80,91.16,2026-08-29 20:16:55,2026-08-29 20:30:55,2026-08-29 20:47:24,989,45.51,63.71,PAYSIM20260829009453,2026-08-29 20:16:55,2026-08-29 20:47:24,OK
9454,SIM20260829009454,18,24,127,settled,1.40,6.74,60,89.86,2026-08-29 14:38:00,2026-08-29 14:44:00,2026-08-29 22:28:37,27877,49.87,69.82,PAYSIM20260829009454,2026-08-29 14:38:00,2026-08-29 22:28:37,OK
9455,SIM20260829009455,21,20,102,settled,1.10,31.98,60,87.98,2026-08-29 16:57:56,2026-08-29 17:10:56,2026-08-29 22:23:58,18782,33.60,36.96,PAYSIM20260829009455,2026-08-29 16:57:56,2026-08-29 22:23:58,OK
9456,SIM20260829009456,6,32,172,settled,1.20,25.34,60,100.00,2026-08-29 10:15:14,2026-08-29 10:21:14,2026-08-29 17:18:37,25043,44.80,53.76,PAYSIM20260829009456,2026-08-29 10:15:14,2026-08-29 17:18:37,OK
9457,SIM20260829009457,21,27,147,settled,1.20,40.88,50,85.91,2026-08-29 14:58:08,2026-08-29 15:01:08,2026-08-29 18:30:56,12588,22.52,27.02,PAYSIM20260829009457,2026-08-29 14:58:08,2026-08-29 18:30:56,OK
9458,SIM20260829009458,12,6,31,settled,1.30,24.97,50,81.61,2026-08-29 21:16:34,2026-08-29 21:32:34,2026-08-29 21:47:57,923,28.32,36.82,PAYSIM20260829009458,2026-08-29 21:16:34,2026-08-29 21:47:57,OK
9459,SIM20260829009459,11,56,308,pending_payment,1.10,16.80,40,96.03,2026-08-29 09:14:45,2026-08-29 09:34:45,2026-08-29 09:51:58,1033,31.69,34.86,,2026-08-29 09:14:45,2026-08-29 09:51:58,OK
9460,SIM20260829009460,1,20,103,settled,1.10,41.01,60,100.00,2026-08-29 09:37:21,2026-08-29 09:50:21,2026-08-29 10:09:35,1154,35.39,38.93,PAYSIM20260829009460,2026-08-29 09:37:21,2026-08-29 10:09:35,OK
9461,SIM20260829009461,21,2,6,settled,1.60,33.26,60,93.13,2026-08-29 12:24:19,2026-08-29 12:39:19,2026-08-29 12:52:19,780,35.92,57.47,PAYSIM20260829009461,2026-08-29 12:24:19,2026-08-29 12:52:19,OK
9462,SIM20260829009462,12,54,299,settled,1.40,13.86,50,88.65,2026-08-29 17:30:36,2026-08-29 17:50:36,2026-08-29 18:10:55,1219,37.40,52.36,PAYSIM20260829009462,2026-08-29 17:30:36,2026-08-29 18:10:55,OK
9463,SIM20260829009463,18,31,170,settled,1.10,10.50,50,87.61,2026-08-29 18:54:12,2026-08-29 19:08:12,2026-08-30 01:07:27,21555,38.56,42.42,PAYSIM20260829009463,2026-08-29 18:54:12,2026-08-30 01:07:27,OK
9464,SIM20260829009464,15,21,110,settled,1.10,21.34,50,88.41,2026-08-29 19:53:20,2026-08-29 20:04:20,2026-08-30 01:16:49,18749,33.54,36.89,PAYSIM20260829009464,2026-08-29 19:53:20,2026-08-30 01:16:49,OK
9465,SIM20260829009465,12,34,185,settled,1.40,20.41,60,96.25,2026-08-29 14:44:04,2026-08-29 14:46:04,2026-08-29 15:10:47,1483,45.50,63.70,PAYSIM20260829009465,2026-08-29 14:44:04,2026-08-29 15:10:47,OK
9466,SIM20260829009466,1,21,108,settled,1.10,17.39,50,89.86,2026-08-29 17:04:16,2026-08-29 17:19:16,2026-08-29 17:32:23,787,36.24,39.86,PAYSIM20260829009466,2026-08-29 17:04:16,2026-08-29 17:32:23,OK
9467,SIM20260829009467,7,24,125,settled,1.40,15.09,70,100.00,2026-08-29 08:29:00,2026-08-29 08:52:00,2026-08-29 09:13:32,0,59.44,83.22,PAYSIM20260829009467,2026-08-29 08:29:00,2026-08-29 09:13:32,STATUS_CONFLICT
9468,SIM20260829009468,21,64,350,settled,1.40,49.38,50,90.20,2026-08-29 13:22:28,2026-08-29 13:30:28,2026-08-29 13:37:51,443,20.41,28.57,PAYSIM20260829009468,2026-08-29 13:22:28,2026-08-29 13:37:51,OK
9469,SIM20260829009469,14,59,326,cancelled,1.40,50.09,50,89.05,2026-08-29 17:20:09,2026-08-29 17:36:09,2026-08-29 17:43:12,423,19.48,27.27,,2026-08-29 17:20:09,2026-08-29 17:43:12,OK
9470,SIM20260829009470,21,39,212,settled,1.40,26.34,60,90.45,2026-08-29 01:36:56,2026-08-29 01:39:56,2026-08-29 07:38:20,21504,38.47,53.86,PAYSIM20260829009470,2026-08-29 01:36:56,2026-08-29 07:38:20,OK
9471,SIM20260829009471,18,69,376,settled,1.40,27.98,60,93.35,2026-08-29 16:38:13,2026-08-29 17:02:13,2026-08-29 17:23:31,1278,39.22,54.91,PAYSIM20260829009471,2026-08-29 16:38:13,2026-08-29 17:23:31,OK
9472,SIM20260829009472,3,36,198,settled,1.10,45.93,60,93.61,2026-08-29 10:53:28,2026-08-29 11:18:28,2026-08-29 15:45:01,15993,28.61,31.47,PAYSIM20260829009472,2026-08-29 10:53:28,2026-08-29 15:45:01,OK
9473,SIM20260829009473,17,49,271,settled,1.40,31.26,80,96.02,2026-08-29 18:24:02,2026-08-29 18:29:02,2026-08-30 02:31:44,28962,51.81,72.53,PAYSIM20260829009473,2026-08-29 18:24:02,2026-08-30 02:31:44,OK
9474,SIM20260829009474,18,54,295,settled,1.40,45.84,80,83.89,2026-08-29 16:00:31,2026-08-29 16:20:31,2026-08-29 21:04:07,17016,30.44,42.62,PAYSIM20260829009474,2026-08-29 16:00:31,2026-08-29 21:04:07,OK
9475,SIM20260829009475,21,31,168,settled,1.10,30.92,40,88.16,2026-08-29 23:05:01,2026-08-29 23:13:01,2026-08-29 23:21:18,497,22.90,25.19,PAYSIM20260829009475,2026-08-29 23:05:01,2026-08-29 23:21:18,OK
9476,SIM20260829009476,15,71,388,cancelled,1.10,20.27,50,90.55,2026-08-29 21:08:49,2026-08-29 21:32:49,2026-08-29 21:51:54,1145,35.14,38.65,,2026-08-29 21:08:49,2026-08-29 21:51:54,OK
9477,SIM20260829009477,16,47,257,settled,1.20,33.28,60,86.13,2026-08-29 03:43:48,2026-08-29 04:07:48,2026-08-29 04:19:17,689,31.71,38.05,PAYSIM20260829009477,2026-08-29 03:43:48,2026-08-29 04:19:17,OK
9478,SIM20260829009478,11,65,354,cancelled,1.50,36.59,60,92.53,2026-08-29 13:36:36,2026-08-29 13:56:36,2026-08-29 19:09:16,18760,33.56,50.34,,2026-08-29 13:36:36,2026-08-29 19:09:16,OK
9479,SIM20260829009479,6,2,5,settled,1.60,41.67,70,89.07,2026-08-29 06:47:29,2026-08-29 07:02:29,2026-08-29 07:20:30,1081,33.18,53.09,PAYSIM20260829009479,2026-08-29 06:47:29,2026-08-29 07:20:30,OK
9480,SIM20260829009480,9,70,381,pending_payment,1.50,37.37,40,93.13,2026-08-29 11:18:11,2026-08-29 11:25:11,2026-08-29 11:33:15,484,22.30,33.45,,2026-08-29 11:18:11,2026-08-29 11:33:15,OK
9481,SIM20260829009481,4,4,16,pending_payment,1.50,45.63,50,91.29,2026-08-29 10:32:08,2026-08-29 10:57:08,2026-08-29 11:09:32,744,22.83,34.25,,2026-08-29 10:32:08,2026-08-29 11:09:32,OK
9482,SIM20260829009482,20,63,344,cancelled,1.30,30.71,70,91.59,2026-08-29 15:45:41,2026-08-29 15:48:41,2026-08-29 22:25:45,23824,42.62,55.41,,2026-08-29 15:45:41,2026-08-29 22:25:45,OK
9483,SIM20260829009483,20,69,380,settled,1.40,15.81,60,88.94,2026-08-29 16:06:35,2026-08-29 16:15:35,2026-08-29 16:31:28,953,43.88,61.43,PAYSIM20260829009483,2026-08-29 16:06:35,2026-08-29 16:31:28,OK
9484,SIM20260829009484,17,64,350,settled,1.40,40.93,80,90.43,2026-08-29 16:12:46,2026-08-29 16:28:46,2026-08-29 16:43:06,860,-39.60,-55.44,,2026-08-29 16:12:46,2026-08-29 16:43:06,NEG_KWH
9485,SIM20260829009485,1,41,225,settled,1.10,33.60,70,92.85,2026-08-29 21:20:20,2026-08-29 21:24:20,2026-08-29 21:39:21,901,41.48,45.63,PAYSIM20260829009485,2026-08-29 21:20:20,2026-08-29 21:39:21,OK
9486,SIM20260829009486,6,71,390,settled,1.10,26.25,70,88.50,2026-08-29 11:23:42,2026-08-29 11:28:42,2026-08-29 11:44:29,947,43.58,47.94,PAYSIM20260829009486,2026-08-29 11:23:42,2026-08-29 11:44:29,OK
9487,SIM20260829009487,18,16,80,pending_payment,1.40,17.48,60,90.21,2026-08-29 07:11:59,2026-08-29 07:25:59,2026-08-29 07:49:42,1423,43.64,61.10,,2026-08-29 07:11:59,2026-08-29 07:49:42,OK
9488,SIM20260829009488,4,71,389,settled,1.10,54.81,50,89.98,2026-08-29 10:42:58,2026-08-29 10:55:58,2026-08-29 13:39:50,9832,17.59,19.35,PAYSIM20260829009488,2026-08-29 10:42:58,2026-08-29 13:39:50,OK
9489,SIM20260829009489,17,16,82,settled,1.40,34.44,40,92.26,2026-08-29 19:44:38,2026-08-29 19:59:38,2026-08-29 20:08:00,502,23.13,32.38,PAYSIM20260829009489,2026-08-29 19:44:38,2026-08-29 20:08:00,OK
9490,SIM20260829009490,8,63,346,settled,1.30,5.00,60,93.52,2026-08-29 12:13:20,2026-08-29 12:16:20,2026-08-29 12:45:11,1731,,,,2026-08-29 12:13:20,2026-08-29 12:45:11,NULL_KWH
9491,SIM20260829009491,15,50,275,settled,1.50,30.75,80,85.14,2026-08-29 09:17:45,2026-08-29 09:40:45,2026-08-29 09:56:30,945,43.51,65.27,PAYSIM20260829009491,2026-08-29 09:17:45,2026-08-29 09:56:30,OK
9492,SIM20260829009492,9,1,4,pending_payment,1.20,35.97,80,92.40,2026-08-29 14:40:05,2026-08-29 14:51:05,2026-08-29 21:51:38,25233,45.14,54.17,,2026-08-29 14:40:05,2026-08-29 21:51:38,OK
9493,SIM20260829009493,13,31,167,settled,1.10,28.77,50,87.21,2026-08-29 16:22:57,2026-08-29 16:34:57,2026-08-29 16:45:32,635,29.22,32.14,PAYSIM20260829009493,2026-08-29 16:22:57,2026-08-29 16:45:32,OK
9494,SIM20260829009494,15,47,256,reserved,1.20,,,,2026-08-29 20:31:12,,,0,0.00,0.00,,2026-08-29 20:31:12,2026-08-29 20:31:12,OK
9495,SIM20260829009495,16,31,167,pending_payment,1.10,29.20,80,94.42,2026-08-29 04:57:21,2026-08-29 05:03:21,2026-08-29 05:22:15,1134,52.18,57.40,,2026-08-29 04:57:21,2026-08-29 05:22:15,OK
9496,SIM20260829009496,10,31,168,settled,1.10,38.41,40,89.18,2026-08-29 13:47:24,2026-08-29 13:52:24,2026-08-29 13:59:45,441,20.31,22.34,PAYSIM20260829009496,2026-08-29 13:47:24,2026-08-29 13:59:45,OK
9497,SIM20260829009497,10,65,355,settled,1.50,33.26,70,90.39,2026-08-29 10:18:52,2026-08-29 10:35:52,2026-08-29 16:48:26,22354,39.99,59.99,PAYSIM20260829009497,2026-08-29 10:18:52,2026-08-29 16:48:26,OK
9498,SIM20260829009498,8,38,210,pending_payment,1.30,34.82,50,86.53,2026-08-29 14:11:46,2026-08-29 14:29:46,2026-08-29 14:39:08,562,25.86,33.62,,2026-08-29 14:11:46,2026-08-29 14:39:08,OK
9499,SIM20260829009499,14,69,376,settled,1.40,22.59,70,88.24,2026-08-29 18:43:47,2026-08-29 19:04:47,2026-08-29 19:29:45,1498,45.96,64.34,PAYSIM20260829009499,2026-08-29 18:43:47,2026-08-29 19:29:45,OK
9500,SIM20260829009500,1,6,28,settled,1.30,26.25,60,92.18,2026-08-29 09:10:37,2026-08-29 09:13:37,2026-08-29 15:22:11,22114,39.56,51.43,PAYSIM20260829009500,2026-08-29 09:10:37,2026-08-29 15:22:11,OK
9501,SIM20260829009501,14,2,5,settled,1.60,33.51,80,95.93,2026-08-29 11:32:26,2026-08-29 11:51:26,2026-08-29 12:18:34,1628,49.94,79.90,PAYSIM20260829009501,2026-08-29 11:32:26,2026-08-29 12:18:34,OK
9502,SIM20260829009502,8,39,215,settled,1.40,36.18,70,88.26,2026-08-29 17:52:54,2026-08-29 17:58:54,2026-08-29 18:18:42,1188,36.46,51.04,PAYSIM20260829009502,2026-08-29 17:52:54,2026-08-29 18:18:42,OK
9503,SIM20260829009503,10,12,60,settled,1.30,23.90,50,100.00,2026-08-29 18:45:19,2026-08-29 18:48:19,2026-08-29 19:02:06,827,38.05,49.47,PAYSIM20260829009503,2026-08-29 18:45:19,2026-08-29 19:02:06,OK
9504,SIM20260829009504,17,12,58,pending_payment,1.30,26.31,70,94.46,2026-08-29 13:43:33,2026-08-29 13:46:33,2026-08-29 14:03:50,1037,47.71,62.02,,2026-08-29 13:43:33,2026-08-29 14:03:50,OK
9505,SIM20260829009505,7,12,56,settled,1.30,51.40,60,82.97,2026-08-29 09:46:50,2026-08-29 09:52:50,2026-08-29 09:42:50,411,18.94,24.62,PAYSIM20260829009505,2026-08-29 09:46:50,2026-08-29 09:59:41,TIME_REVERSED
9506,SIM20260829009506,14,27,144,settled,1.20,21.20,40,90.47,2026-08-29 16:29:42,2026-08-29 16:42:42,2026-08-29 16:57:45,903,27.71,33.25,PAYSIM20260829009506,2026-08-29 16:29:42,2026-08-29 16:57:45,OK
9507,SIM20260829009507,9,60,329,settled,1.50,36.62,50,99.44,2026-08-29 16:23:13,2026-08-29 16:40:13,2026-08-29 21:32:51,17558,31.41,47.12,PAYSIM20260829009507,2026-08-29 16:23:13,2026-08-29 21:32:51,OK
9508,SIM20260829009508,13,21,109,settled,1.10,30.40,70,93.81,2026-08-29 16:27:36,2026-08-29 16:29:36,2026-08-29 23:23:10,24814,44.39,48.83,PAYSIM20260829009508,2026-08-29 16:27:36,2026-08-29 23:23:10,OK
9509,SIM20260829009509,20,20,105,settled,1.10,44.09,60,75.88,2026-08-29 10:56:25,2026-08-29 11:17:25,2026-08-29 14:15:05,10660,19.07,20.98,PAYSIM20260829009509,2026-08-29 10:56:25,2026-08-29 14:15:05,OK
9510,SIM20260829009510,1,31,169,settled,1.10,20.45,70,105.00,2026-08-29 08:46:17,2026-08-29 09:08:17,2026-08-29 16:44:42,27385,48.99,53.89,PAYSIM20260829009510,2026-08-29 08:46:17,2026-08-29 16:44:42,SOC_RANGE
9511,SIM20260829009511,21,45,248,settled,1.50,30.47,60,93.55,2026-08-29 19:46:14,2026-08-29 19:53:14,2026-08-29 20:06:56,822,37.85,56.78,PAYSIM20260829009511,2026-08-29 19:46:14,2026-08-29 20:06:56,OK
9512,SIM20260829009512,9,12,59,reserved,1.30,,,,2026-08-29 13:41:16,,,0,0.00,0.00,,2026-08-29 13:41:16,2026-08-29 13:41:16,OK
